% Model,Cyl_Form_scales_v1.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 28 2025, 00:15"
% Table,Table 2 - orbital numbers
% scale,Eigenfrequency (GHz),m=0 (1),m=1 (1),m=2 (1),m=3 (1),m=4 (1),m=5 (1),m=6 (1)
0.78,24.995476056232857+6.542078076219868E-6i,0.0252469316306251,0.2478731560692156,0.025047165248498697,0.001752600740154795,0.024967723604587353,0.001840074336821181,0.02494906159481178
0.78,25.786990679173886+6.910578060589178E-7i,-0.0297171358130983,-0.27617493923688696,-0.030563031981598102,-0.0025853219805818755,-0.03031257633998165,0.00104299988878163,-0.03027439454364939
0.78,25.85424940392207-6.033830639870298E-7i,-0.0021077956068439323,0.0011002771349416247,-0.002464348645015361,-0.03537479269754751,-0.0026680127693915665,-0.0010664872282506416,-0.002223596765437404
0.78,26.380787243234757+1.8962167152812495E-5i,-0.0205691182867023,-5.699955157674256E-4,0.3039274112919828,8.881958886946341E-4,-0.04432421863086873,1.549207440623629E-4,-0.00848491456020951
0.78,26.39845229012833-5.9022702291308E-7i,-0.658095849081405,-7.51999504802317E-5,0.03473035503448694,5.625501532917884E-5,0.029914357767078723,-3.4850759852779215E-5,0.03500633740354045
0.78,27.482063328874755-1.2992165116568563E-6i,-0.021617023396612395,0.029463367655011886,-0.021061507741838525,-0.00454093528823183,-0.021503319836766174,-0.003953963665179162,-0.021385380745170424
0.78,28.490812075025683+4.232022456915176E-5i,-0.03729377317546938,-0.04069232475317897,-0.025860682471947803,-0.3142045659554298,-0.030990896465708934,-0.02024531302878017,-0.03687387571676898
0.78,28.521732034776523-2.9741577248972633E-7i,-0.044256715415011125,-0.02839819146182576,0.336859635821369,0.03515471448068173,-0.03270369372846783,0.002484171692898894,-0.029438204683877905
0.78,28.52696983287174-1.0734780377850462E-5i,-0.01293531888548029,-0.07938355460398983,-0.12552308935342896,0.03810632944380022,-0.008370488314308124,-0.00526154084347112,-0.026885667784346937
0.7999999999999999,22.4291492081487-2.693014876589838E-7i,0.02516694615189243,0.24989508563577476,0.025234469673772845,0.0017344570982738556,0.025188322354612977,0.0017407840360277131,0.025180426048414768
